slug,title,source_filename,size_bytes,paper_url,manifest_status
step-differences-in-instructional-video__教学视频中的步骤差异,Step Differences in Instructional Video,Step Differences in Instructional Video.pdf,2788462,https://openaccess.thecvf.com/content/CVPR2024/papers/Nagarajan_Step_Differences_in_Instructional_Video_CVPR_2024_paper.pdf,downloaded
stratified-avatar-generation-from-sparse-observations__从稀疏观察中生成分层化身,Stratified Avatar Generation from Sparse Observations,Stratified Avatar Generation from Sparse Observations.pdf,8879750,https://openaccess.thecvf.com/content/CVPR2024/papers/Feng_Stratified_Avatar_Generation_from_Sparse_Observations_CVPR_2024_paper.pdf,skipped_exists
streaming-dense-video-captioning__流式传输密集视频字幕,Streaming Dense Video Captioning,Streaming Dense Video Captioning.pdf,880920,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhou_Streaming_Dense_Video_Captioning_CVPR_2024_paper.pdf,skipped_exists
stylitgan-image-based-relighting-via-latent-control__StyLitGAN通过潜在控制进行基于图像的重新,StyLitGAN: Image-Based Relighting via Latent Control,StyLitGAN Image-Based Relighting via Latent Control.pdf,10689930,https://openaccess.thecvf.com/content/CVPR2024/papers/Bhattad_StyLitGAN_Image-Based_Relighting_via_Latent_Control_CVPR_2024_paper.pdf,skipped_exists
summarize-the-past-to-predict-the-future-natural-language-descriptions-of-contex__总结过去预测未来上下文的自然语言描述促进多模态对,Summarize the Past to Predict the Future: Natural Language Descriptions of Context Boost Multimodal Object Interaction Anticipation,Summarize the Past to Predict the Future Natural Language Descriptions of Context Boost Multimodal Object Interaction Anticipation.pdf,5369150,https://openaccess.thecvf.com/content/CVPR2024/papers/Pasca_Summarize_the_Past_to_Predict_the_Future_Natural_Language_Descriptions_CVPR_2024_paper.pdf,skipped_exists
supernormal-neural-surface-reconstruction-via-multi-view-normal-integration__SuperNormal通过多视图法线集成进行神经,SuperNormal: Neural Surface Reconstruction via Multi-View Normal Integration,SuperNormal Neural Surface Reconstruction via Multi-View Normal Integration.pdf,10265688,https://openaccess.thecvf.com/content/CVPR2024/papers/Cao_SuperNormal_Neural_Surface_Reconstruction_via_Multi-View_Normal_Integration_CVPR_2024_paper.pdf,skipped_exists
supervised-anomaly-detection-for-complex-industrial-images__复杂工业图像的监督异常检测,Supervised Anomaly Detection for Complex Industrial Images,Supervised Anomaly Detection for Complex Industrial Images.pdf,7695200,https://openaccess.thecvf.com/content/CVPR2024/papers/Baitieva_Supervised_Anomaly_Detection_for_Complex_Industrial_Images_CVPR_2024_paper.pdf,skipped_exists
sure-survey-recipes-for-building-reliable-and-robust-deep-networks__当然构建可靠且强大的深度网络的调查秘诀,SURE: SUrvey REcipes for building reliable and robust deep networks,SURE SUrvey REcipes for building reliable and robust deep networks.pdf,3422154,https://openaccess.thecvf.com/content/CVPR2024/papers/Li_SURE_SUrvey_REcipes_for_building_reliable_and_robust_deep_networks_CVPR_2024_paper.pdf,skipped_exists
surmo-surface-based-4d-motion-modeling-for-dynamic-human-rendering__SurMo用于动态人体渲染的基于表面的4D运动建,SurMo: Surface-based 4D Motion Modeling for Dynamic Human Rendering,SurMo Surface-based 4D Motion Modeling for Dynamic Human Rendering.pdf,9577212,https://openaccess.thecvf.com/content/CVPR2024/papers/Hu_SurMo_Surface-based_4D_Motion_Modeling_for_Dynamic_Human_Rendering_CVPR_2024_paper.pdf,skipped_exists
svdinstn-a-tensor-network-paradigm-for-efficient-structure-search-from-regulariz__SVDinsTN从正则化建模角度进行高效结构搜索,SVDinsTN: A Tensor Network Paradigm for Efficient Structure Search from Regularized Modeling Perspective,SVDinsTN A Tensor Network Paradigm for Efficient Structure Search from Regularized Modeling Perspective.pdf,2532394,https://openaccess.thecvf.com/content/CVPR2024/papers/Zheng_SVDinsTN_A_Tensor_Network_Paradigm_for_Efficient_Structure_Search_from_CVPR_2024_paper.pdf,skipped_exists
synergistic-global-space-camera-and-human-reconstruction-from-videos__协同全球空间相机和视频人体重建,Synergistic Global-space Camera and Human Reconstruction from Videos,Synergistic Global-space Camera and Human Reconstruction from Videos.pdf,2985771,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhao_Synergistic_Global-space_Camera_and_Human_Reconstruction_from_Videos_CVPR_2024_paper.pdf,skipped_exists
systematic-comparison-of-semi-supervised-and-self-supervised-learning-for-medica__医学图像分类半监督学习和自监督学习的系统比较,Systematic Comparison of Semi-supervised and Self-supervised Learning for Medical Image Classification,Systematic Comparison of Semi-supervised and Self-supervised Learning for Medical Image Classification.pdf,685893,https://openaccess.thecvf.com/content/CVPR2024/papers/Huang_Systematic_Comparison_of_Semi-supervised_and_Self-supervised_Learning_for_Medical_Image_CVPR_2024_paper.pdf,skipped_exists
taming-stable-diffusion-for-text-to-360-panorama-image-generation__驯服稳定扩散以生成文本到360度全景图像,Taming Stable Diffusion for Text to 360 Panorama Image Generation,Taming Stable Diffusion for Text to 360 Panorama Image Generation.pdf,8958169,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_Taming_Stable_Diffusion_for_Text_to_360_Panorama_Image_Generation_CVPR_2024_paper.pdf,downloaded
task2box-box-embeddings-for-modeling-asymmetric-task-relationships__Task2Box用于建模不对称任务关系的框嵌入,Task2Box: Box Embeddings for Modeling Asymmetric Task Relationships,Task2Box Box Embeddings for Modeling Asymmetric Task Relationships.pdf,2970885,https://openaccess.thecvf.com/content/CVPR2024/papers/Daroya_Task2Box_Box_Embeddings_for_Modeling_Asymmetric_Task_Relationships_CVPR_2024_paper.pdf,skipped_exists
task-aligned-part-aware-panoptic-segmentation-through-joint-object-part-represen__通过联合对象部分表示进行任务对齐的部分感知全景分,Task-aligned Part-aware Panoptic Segmentation through Joint Object-Part Representations,Task-aligned Part-aware Panoptic Segmentation through Joint Object-Part Representations.pdf,740800,https://openaccess.thecvf.com/content/CVPR2024/papers/de_Geus_Task-aligned_Part-aware_Panoptic_Segmentation_through_Joint_Object-Part_Representations_CVPR_2024_paper.pdf,skipped_exists
task-aware-encoder-control-for-deep-video-compression__用于深度视频压缩的任务感知编码器控制,Task-Aware Encoder Control for Deep Video Compression,Task-Aware Encoder Control for Deep Video Compression.pdf,1666776,https://openaccess.thecvf.com/content/CVPR2024/papers/Ge_Task-Aware_Encoder_Control_for_Deep_Video_Compression_CVPR_2024_paper.pdf,skipped_exists
task-customized-mixture-of-adapters-for-general-image-fusion__用于通用图像融合的任务定制适配器组合,Task-Customized Mixture of Adapters for General Image Fusion,Task-Customized Mixture of Adapters for General Image Fusion.pdf,4594835,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhu_Task-Customized_Mixture_of_Adapters_for_General_Image_Fusion_CVPR_2024_paper.pdf,skipped_exists
task-driven-wavelets-using-constrained-empirical-risk-minimization__使用约束经验风险最小化的任务驱动小波,Task-Driven Wavelets using Constrained Empirical Risk Minimization,Task-Driven Wavelets using Constrained Empirical Risk Minimization.pdf,2185221,https://openaccess.thecvf.com/content/CVPR2024/papers/Marcus_Task-Driven_Wavelets_using_Constrained_Empirical_Risk_Minimization_CVPR_2024_paper.pdf,skipped_exists
teeth-seg-an-efficient-instance-segmentation-framework-for-orthodontic-treatment__Teeth-SEG基于多尺度聚合和人择先验知识的,Teeth-SEG: An Efficient Instance Segmentation Framework for Orthodontic Treatment based on Multi-Scale Aggregation and Anthropic Prior Knowledge,Teeth-SEG An Efficient Instance Segmentation Framework for Orthodontic Treatment based on Multi-Scale Aggregation and Anthropic Prior Knowledge.pdf,3298013,https://openaccess.thecvf.com/content/CVPR2024/papers/Zou_Teeth-SEG_An_Efficient_Instance_Segmentation_Framework_for_Orthodontic_Treatment_based_CVPR_2024_paper.pdf,skipped_exists
temporally-consistent-unbalanced-optimal-transport-for-unsupervised-action-segme__无监督动作分割的时间一致不平衡最优传输,Temporally Consistent Unbalanced Optimal Transport for Unsupervised Action Segmentation,Temporally Consistent Unbalanced Optimal Transport for Unsupervised Action Segmentation.pdf,906013,https://openaccess.thecvf.com/content/CVPR2024/papers/Xu_Temporally_Consistent_Unbalanced_Optimal_Transport_for_Unsupervised_Action_Segmentation_CVPR_2024_paper.pdf,skipped_exists
test-time-linear-out-of-distribution-detection__测试时线性分布外检测,Test-Time Linear Out-of-Distribution Detection,Test-Time Linear Out-of-Distribution Detection.pdf,4854563,https://openaccess.thecvf.com/content/CVPR2024/papers/Fan_Test-Time_Linear_Out-of-Distribution_Detection_CVPR_2024_paper.pdf,skipped_exists
texoct-generating-textures-of-3d-models-with-octree-based-diffusion__TexOct使用基于八叉树的扩散生成3D模型的纹,TexOct: Generating Textures of 3D Models with Octree-based Diffusion,TexOct Generating Textures of 3D Models with Octree-based Diffusion.pdf,9895282,https://openaccess.thecvf.com/content/CVPR2024/papers/Liu_TexOct_Generating_Textures_of_3D_Models_with_Octree-based_Diffusion_CVPR_2024_paper.pdf,skipped_exists
text-grouping-adapter-adapting-pre-trained-text-detector-for-layout-analysis__文本分组适配器采用预先训练的文本检测器进行布局分,Text Grouping Adapter: Adapting Pre-trained Text Detector for Layout Analysis,Text Grouping Adapter Adapting Pre-trained Text Detector for Layout Analysis.pdf,7844682,https://openaccess.thecvf.com/content/CVPR2024/papers/Bi_Text_Grouping_Adapter_Adapting_Pre-trained_Text_Detector_for_Layout_Analysis_CVPR_2024_paper.pdf,downloaded
text-prompt-with-normality-guidance-for-weakly-supervised-video-anomaly-detectio__带有正态性指导的文本提示用于弱监督视频异常检测,Text Prompt with Normality Guidance for Weakly Supervised Video Anomaly Detection,Text Prompt with Normality Guidance for Weakly Supervised Video Anomaly Detection.pdf,3010482,https://openaccess.thecvf.com/content/CVPR2024/papers/Yang_Text_Prompt_with_Normality_Guidance_for_Weakly_Supervised_Video_Anomaly_CVPR_2024_paper.pdf,skipped_exists
text2hoi-text-guided-3d-motion-generation-for-hand-object-interaction__Text2HOI用于手-物体交互的文本引导3D运,Text2HOI: Text-guided 3D Motion Generation for Hand-Object Interaction,Text2HOI Text-guided 3D Motion Generation for Hand-Object Interaction.pdf,1663691,https://openaccess.thecvf.com/content/CVPR2024/papers/Cha_Text2HOI_Text-guided_3D_Motion_Generation_for_Hand-Object_Interaction_CVPR_2024_paper.pdf,skipped_exists
text2loc-3d-point-cloud-localization-from-natural-language__Text2Loc自然语言的3D点云定位,Text2Loc: 3D Point Cloud Localization from Natural Language,Text2Loc 3D Point Cloud Localization from Natural Language.pdf,1717402,https://openaccess.thecvf.com/content/CVPR2024/papers/Xia_Text2Loc_3D_Point_Cloud_Localization_from_Natural_Language_CVPR_2024_paper.pdf,skipped_exists
text-conditional-attribute-alignment-across-latent-spaces-for-3d-controllable-fa__跨潜在空间的文本条件属性对齐用于3D可控人脸图像,Text-conditional Attribute Alignment across Latent Spaces for 3D Controllable Face Image Synthesis,Text-conditional Attribute Alignment across Latent Spaces for 3D Controllable Face Image Synthesis.pdf,1723981,https://openaccess.thecvf.com/content/CVPR2024/papers/Xu_Text-conditional_Attribute_Alignment_across_Latent_Spaces_for_3D_Controllable_Face_CVPR_2024_paper.pdf,skipped_exists
text-driven-image-editing-via-learnable-regions__通过可学习区域进行文本驱动的图像编辑,Text-Driven Image Editing via Learnable Regions,Text-Driven Image Editing via Learnable Regions.pdf,4265718,https://openaccess.thecvf.com/content/CVPR2024/papers/Lin_Text-Driven_Image_Editing_via_Learnable_Regions_CVPR_2024_paper.pdf,skipped_exists
text-guided-explorable-image-super-resolution__文本引导的可探索图像超分辨率,Text-guided Explorable Image Super-resolution,Text-guided Explorable Image Super-resolution.pdf,2109112,https://openaccess.thecvf.com/content/CVPR2024/papers/Gandikota_Text-guided_Explorable_Image_Super-resolution_CVPR_2024_paper.pdf,downloaded
textnerf-a-novel-scene-text-image-synthesis-method-based-on-neural-radiance-fiel__TextNeRF一种基于神经辐射场的场景文本图像,TextNeRF: A Novel Scene-Text Image Synthesis Method based on Neural Radiance Fields,TextNeRF A Novel Scene-Text Image Synthesis Method based on Neural Radiance Fields.pdf,6349886,https://openaccess.thecvf.com/content/CVPR2024/papers/Cui_TextNeRF_A_Novel_Scene-Text_Image_Synthesis_Method_based_on_Neural_CVPR_2024_paper.pdf,skipped_exists
texturedreamer-image-guided-texture-synthesis-through-geometry-aware-diffusion__TextureDreamer通过几何感知扩散进行,TextureDreamer: Image-Guided Texture Synthesis Through Geometry-Aware Diffusion,TextureDreamer Image-Guided Texture Synthesis Through Geometry-Aware Diffusion.pdf,3781645,https://openaccess.thecvf.com/content/CVPR2024/papers/Yeh_TextureDreamer_Image-Guided_Texture_Synthesis_Through_Geometry-Aware_Diffusion_CVPR_2024_paper.pdf,skipped_exists
texture-preserving-diffusion-models-for-high-fidelity-virtual-try-on__用于高保真虚拟试戴的纹理保留扩散模型,Texture-Preserving Diffusion Models for High-Fidelity Virtual Try-On,Texture-Preserving Diffusion Models for High-Fidelity Virtual Try-On.pdf,3746453,https://openaccess.thecvf.com/content/CVPR2024/papers/Yang_Texture-Preserving_Diffusion_Models_for_High-Fidelity_Virtual_Try-On_CVPR_2024_paper.pdf,skipped_exists
the-audio-visual-conversational-graph-from-an-egocentric-exocentric-perspective__视听对话图从自我中心-外中心的角度来看,The Audio-Visual Conversational Graph: From an Egocentric-Exocentric Perspective,The Audio-Visual Conversational Graph From an Egocentric-Exocentric Perspective.pdf,5376284,https://openaccess.thecvf.com/content/CVPR2024/papers/Jia_The_Audio-Visual_Conversational_Graph_From_an_Egocentric-Exocentric_Perspective_CVPR_2024_paper.pdf,downloaded
the-manga-whisperer-automatically-generating-transcriptions-for-comics__漫画低语者自动生成漫画转录,The Manga Whisperer: Automatically Generating Transcriptions for Comics,The Manga Whisperer Automatically Generating Transcriptions for Comics.pdf,5631055,https://openaccess.thecvf.com/content/CVPR2024/papers/Sachdeva_The_Manga_Whisperer_Automatically_Generating_Transcriptions_for_Comics_CVPR_2024_paper.pdf,skipped_exists
think-twice-before-selection-federated-evidential-active-learning-for-medical-im__选择前三思而后行用于具有领域转换的医学图像分析的,Think Twice Before Selection: Federated Evidential Active Learning for Medical Image Analysis with Domain Shifts,Think Twice Before Selection Federated Evidential Active Learning for Medical Image Analysis with Domain Shifts.pdf,3226062,https://openaccess.thecvf.com/content/CVPR2024/papers/Chen_Think_Twice_Before_Selection_Federated_Evidential_Active_Learning_for_Medical_CVPR_2024_paper.pdf,skipped_exists
three-pillars-improving-vision-foundation-model-distillation-for-lidar__改善激光雷达视觉基础模型蒸馏的三大支柱,Three Pillars Improving Vision Foundation Model Distillation for Lidar,Three Pillars Improving Vision Foundation Model Distillation for Lidar.pdf,3416318,https://openaccess.thecvf.com/content/CVPR2024/papers/Puy_Three_Pillars_Improving_Vision_Foundation_Model_Distillation_for_Lidar_CVPR_2024_paper.pdf,skipped_exists
throne-an-object-based-hallucination-benchmark-for-the-free-form-generations-of__THRONE基于对象的幻觉基准用于大视觉语言模型,THRONE: An Object-based Hallucination Benchmark for the Free-form Generations of Large Vision-Language Models,THRONE An Object-based Hallucination Benchmark for the Free-form Generations of Large Vision-Language Models.pdf,1585107,https://openaccess.thecvf.com/content/CVPR2024/papers/Kaul_THRONE_An_Object-based_Hallucination_Benchmark_for_the_Free-form_Generations_of_CVPR_2024_paper.pdf,downloaded
ti2v-zero-zero-shot-image-conditioning-for-text-to-video-diffusion-models__TI2V-Zero文本到视频扩散模型的零样本图像,TI2V-Zero: Zero-Shot Image Conditioning for Text-to-Video Diffusion Models,TI2V-Zero Zero-Shot Image Conditioning for Text-to-Video Diffusion Models.pdf,2137353,https://openaccess.thecvf.com/content/CVPR2024/papers/Ni_TI2V-Zero_Zero-Shot_Image_Conditioning_for_Text-to-Video_Diffusion_Models_CVPR_2024_paper.pdf,downloaded
tiger-time-varying-denoising-model-for-3d-point-cloud-generation-with-diffusion__TIGER利用扩散过程生成3D点云的时变去噪模型,TIGER: Time-Varying Denoising Model for 3D Point Cloud Generation with Diffusion Process,TIGER Time-Varying Denoising Model for 3D Point Cloud Generation with Diffusion Process.pdf,7235595,https://openaccess.thecvf.com/content/CVPR2024/papers/Ren_TIGER_Time-Varying_Denoising_Model_for_3D_Point_Cloud_Generation_with_CVPR_2024_paper.pdf,skipped_exists
tokenhmr-advancing-human-mesh-recovery-with-a-tokenized-pose-representation__TokenHMR通过标记化姿势表示推进人体网格恢,TokenHMR Advancing Human Mesh Recovery with a Tokenized Pose Representation,TokenHMR Advancing Human Mesh Recovery with a Tokenized Pose Representation.pdf,9239138,NOT_SPECIFIED,NOT_SPECIFIED
towards-3d-vision-with-low-cost-single-photon-cameras__利用低成本单光子相机迈向3D视觉,Towards 3D Vision with Low-Cost Single-Photon Cameras,Towards 3D Vision with Low-Cost Single-Photon Cameras.pdf,3140610,https://openaccess.thecvf.com/content/CVPR2024/papers/Mu_Towards_3D_Vision_with_Low-Cost_Single-Photon_Cameras_CVPR_2024_paper.pdf,downloaded
towards-a-perceptual-evaluation-framework-for-lighting-estimation__面向照明估计的感知评估框架,Towards a Perceptual Evaluation Framework for Lighting Estimation,Towards a Perceptual Evaluation Framework for Lighting Estimation.pdf,6235390,https://openaccess.thecvf.com/content/CVPR2024/papers/Giroux_Towards_a_Perceptual_Evaluation_Framework_for_Lighting_Estimation_CVPR_2024_paper.pdf,skipped_exists
towards-accurate-and-robust-architectures-via-neural-architecture-search__通过神经架构搜索实现准确鲁棒的架构,Towards Accurate and Robust Architectures via Neural Architecture Search,Towards Accurate and Robust Architectures via Neural Architecture Search.pdf,1084937,https://openaccess.thecvf.com/content/CVPR2024/papers/Ou_Towards_Accurate_and_Robust_Architectures_via_Neural_Architecture_Search_CVPR_2024_paper.pdf,downloaded
towards-automatic-power-battery-detection-new-challenge-benchmark-dataset-and-ba__迈向自动动力电池检测新挑战基准数据集和基线,Towards Automatic Power Battery Detection: New Challenge Benchmark Dataset and Baseline,Towards Automatic Power Battery Detection New Challenge Benchmark Dataset and Baseline.pdf,3971218,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhao_Towards_Automatic_Power_Battery_Detection_New_Challenge_Benchmark_Dataset_and_CVPR_2024_paper.pdf,skipped_exists
towards-better-vision-inspired-vision-language-models__迈向更好的受视觉启发的视觉语言模型,Towards Better Vision-Inspired Vision-Language Models,Towards Better Vision-Inspired Vision-Language Models.pdf,5898993,https://openaccess.thecvf.com/content/CVPR2024/papers/Cao_Towards_Better_Vision-Inspired_Vision-Language_Models_CVPR_2024_paper.pdf,skipped_exists
towards-clip-driven-language-free-3d-visual-grounding-via-2d-3d-relational-enhan__通过2D-3D关系增强和一致性实现CLIP驱动的,Towards CLIP-driven Language-free 3D Visual Grounding via 2D-3D Relational Enhancement and Consistency,Towards CLIP-driven Language-free 3D Visual Grounding via 2D-3D Relational Enhancement and Consistency.pdf,2595633,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_Towards_CLIP-driven_Language-free_3D_Visual_Grounding_via_2D-3D_Relational_Enhancement_CVPR_2024_paper.pdf,skipped_exists
towards-fairness-aware-adversarial-learning__迈向公平意识的对抗性学习,Towards Fairness-Aware Adversarial Learning,Towards Fairness-Aware Adversarial Learning.pdf,2755404,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_Towards_Fairness-Aware_Adversarial_Learning_CVPR_2024_paper.pdf,skipped_exists
towards-hdr-and-hfr-video-from-rolling-mixed-bit-spikings__从滚动混合位尖峰走向HDR和HFR视频,Towards HDR and HFR Video from Rolling-Mixed-Bit Spikings,Towards HDR and HFR Video from Rolling-Mixed-Bit Spikings.pdf,6517636,https://openaccess.thecvf.com/content/CVPR2024/papers/Chang_Towards_HDR_and_HFR_Video_from_Rolling-Mixed-Bit_Spikings_CVPR_2024_paper.pdf,skipped_exists
towards-high-fidelity-artistic-image-vectorization-via-texture-encapsulated-shap__通过纹理封装形状参数化实现高保真艺术图像矢量化,Towards High-fidelity Artistic Image Vectorization via Texture-Encapsulated Shape Parameterization,Towards High-fidelity Artistic Image Vectorization via Texture-Encapsulated Shape Parameterization.pdf,4357641,https://openaccess.thecvf.com/content/CVPR2024/papers/Chen_Towards_High-fidelity_Artistic_Image_Vectorization_via_Texture-Encapsulated_Shape_Parameterization_CVPR_2024_paper.pdf,skipped_exists
towards-learning-a-generalist-model-for-embodied-navigation__学习具体化导航的通才模型,Towards Learning a Generalist Model for Embodied Navigation,Towards Learning a Generalist Model for Embodied Navigation.pdf,3687689,https://openaccess.thecvf.com/content/CVPR2024/papers/Zheng_Towards_Learning_a_Generalist_Model_for_Embodied_Navigation_CVPR_2024_paper.pdf,skipped_exists
towards-memorization-free-diffusion-models__迈向无记忆扩散模型,Towards Memorization-Free Diffusion Models,Towards Memorization-Free Diffusion Models.pdf,1291518,https://openaccess.thecvf.com/content/CVPR2024/papers/Chen_Towards_Memorization-Free_Diffusion_Models_CVPR_2024_paper.pdf,skipped_exists
towards-modern-image-manipulation-localization-a-large-scale-dataset-and-novel-m__迈向现代图像处理定位大规模数据集和新颖方法,Towards Modern Image Manipulation Localization: A Large-Scale Dataset and Novel Methods,Towards Modern Image Manipulation Localization A Large-Scale Dataset and Novel Methods.pdf,4554243,https://openaccess.thecvf.com/content/CVPR2024/papers/Qu_Towards_Modern_Image_Manipulation_Localization_A_Large-Scale_Dataset_and_Novel_CVPR_2024_paper.pdf,skipped_exists
towards-progressive-multi-frequency-representation-for-image-warping__迈向图像扭曲的渐进多频率表示,Towards Progressive Multi-Frequency Representation for Image Warping,Towards Progressive Multi-Frequency Representation for Image Warping.pdf,2784630,https://openaccess.thecvf.com/content/CVPR2024/papers/Xiao_Towards_Progressive_Multi-Frequency_Representation_for_Image_Warping_CVPR_2024_paper.pdf,skipped_exists
towards-robust-event-guided-low-light-image-enhancement-a-large-scale-real-world__迈向鲁棒事件引导的低光图像增强大规模现实世界事件,Towards Robust Event-guided Low-Light Image Enhancement: A Large-Scale Real-World Event-Image Dataset and Novel Approach,Towards Robust Event-guided Low-Light Image Enhancement A Large-Scale Real-World Event-Image Dataset and Novel Approach.pdf,2465492,https://openaccess.thecvf.com/content/CVPR2024/papers/Liang_Towards_Robust_Event-guided_Low-Light_Image_Enhancement_A_Large-Scale_Real-World_Event-Image_CVPR_2024_paper.pdf,skipped_exists
towards-scalable-3d-anomaly-detection-and-localization-a-benchmark-via-3d-anomal__迈向可扩展的3D异常检测和定位通过3D异常综合和,Towards Scalable 3D Anomaly Detection and Localization: A Benchmark via 3D Anomaly Synthesis and A Self-Supervised Learning Network,Towards Scalable 3D Anomaly Detection and Localization A Benchmark via 3D Anomaly Synthesis and A Self-Supervised Learning Network.pdf,1973552,https://openaccess.thecvf.com/content/CVPR2024/papers/Li_Towards_Scalable_3D_Anomaly_Detection_and_Localization_A_Benchmark_via_CVPR_2024_paper.pdf,skipped_exists
towards-understanding-and-improving-adversarial-robustness-of-vision-transformer__理解和提高视觉变压器的对抗鲁棒性,Towards Understanding and Improving Adversarial Robustness of Vision Transformers,Towards Understanding and Improving Adversarial Robustness of Vision Transformers.pdf,1062196,https://openaccess.thecvf.com/content/CVPR2024/papers/Jain_Towards_Understanding_and_Improving_Adversarial_Robustness_of_Vision_Transformers_CVPR_2024_paper.pdf,skipped_exists
training-diffusion-models-towards-diverse-image-generation-with-reinforcement-le__通过强化学习训练扩散模型以生成多样化图像,Training Diffusion Models Towards Diverse Image Generation with Reinforcement Learning,Training Diffusion Models Towards Diverse Image Generation with Reinforcement Learning.pdf,8962675,https://openaccess.thecvf.com/content/CVPR2024/papers/Miao_Training_Diffusion_Models_Towards_Diverse_Image_Generation_with_Reinforcement_Learning_CVPR_2024_paper.pdf,skipped_exists
transcriptomics-guided-slide-representation-learning-in-computational-pathology__计算病理学中转录组学引导的幻灯片表示学习,Transcriptomics-guided Slide Representation Learning in Computational Pathology,Transcriptomics-guided Slide Representation Learning in Computational Pathology.pdf,2758583,https://openaccess.thecvf.com/content/CVPR2024/papers/Jaume_Transcriptomics-guided_Slide_Representation_Learning_in_Computational_Pathology_CVPR_2024_paper.pdf,skipped_exists
transfer-clip-for-generalizable-image-denoising__用于通用图像去噪的传输CLIP,Transfer CLIP for Generalizable Image Denoising,Transfer CLIP for Generalizable Image Denoising.pdf,2100172,https://openaccess.thecvf.com/content/CVPR2024/papers/Cheng_Transfer_CLIP_for_Generalizable_Image_Denoising_CVPR_2024_paper.pdf,skipped_exists
transferable-structural-sparse-adversarial-attack-via-exact-group-sparsity-train__通过精确组稀疏训练可转移的结构稀疏对抗攻击,Transferable Structural Sparse Adversarial Attack Via Exact Group Sparsity Training,Transferable Structural Sparse Adversarial Attack Via Exact Group Sparsity Training.pdf,8346509,https://openaccess.thecvf.com/content/CVPR2024/papers/Ming_Transferable_Structural_Sparse_Adversarial_Attack_Via_Exact_Group_Sparsity_Training_CVPR_2024_paper.pdf,skipped_exists
triplane-meets-gaussian-splatting-fast-and-generalizable-single-view-3d-reconstr__Triplane遇上高斯泼溅使用Transfor,Triplane Meets Gaussian Splatting: Fast and Generalizable Single-View 3D Reconstruction with Transformers,Triplane Meets Gaussian Splatting Fast and Generalizable Single-View 3D Reconstruction with Transformers.pdf,4271281,https://openaccess.thecvf.com/content/CVPR2024/papers/Zou_Triplane_Meets_Gaussian_Splatting_Fast_and_Generalizable_Single-View_3D_Reconstruction_CVPR_2024_paper.pdf,skipped_exists
tulip-multi-camera-3d-precision-assessment-of-parkinson-s-disease__TULIP多摄像头3D精准评估帕金森病,TULIP: Multi-camera 3D Precision Assessment of Parkinson's Disease,TULIP Multi-camera 3D Precision Assessment of Parkinson's Disease.pdf,5791672,https://openaccess.thecvf.com/content/CVPR2024/papers/Kim_TULIP_Multi-camera_3D_Precision_Assessment_of_Parkinsons_Disease_CVPR_2024_paper.pdf,skipped_exists
tuning-stable-rank-shrinkage-aiming-at-the-overlooked-structural-risk-in-fine-tu__调整稳定排名收缩针对微调中被忽视的结构性风险,Tuning Stable Rank Shrinkage: Aiming at the Overlooked Structural Risk in Fine-tuning,Tuning Stable Rank Shrinkage Aiming at the Overlooked Structural Risk in Fine-tuning.pdf,5898967,https://openaccess.thecvf.com/content/CVPR2024/papers/Shen_Tuning_Stable_Rank_Shrinkage_Aiming_at_the_Overlooked_Structural_Risk_CVPR_2024_paper.pdf,skipped_exists
t-vsl-text-guided-visual-sound-source-localization-in-mixtures__T-VSL混合物中文本引导的视觉声源定位,T-VSL: Text-Guided Visual Sound Source Localization in Mixtures,T-VSL Text-Guided Visual Sound Source Localization in Mixtures.pdf,5517391,https://openaccess.thecvf.com/content/CVPR2024/papers/Mahmud_T-VSL_Text-Guided_Visual_Sound_Source_Localization_in_Mixtures_CVPR_2024_paper.pdf,skipped_exists
ufinebench-towards-text-based-person-retrieval-with-ultra-fine-granularity__UFineBench实现基于文本的超细粒度人物检,UFineBench: Towards Text-based Person Retrieval with Ultra-fine Granularity,UFineBench Towards Text-based Person Retrieval with Ultra-fine Granularity.pdf,938900,https://openaccess.thecvf.com/content/CVPR2024/papers/Zuo_UFineBench_Towards_Text-based_Person_Retrieval_with_Ultra-fine_Granularity_CVPR_2024_paper.pdf,skipped_exists
ulip-2-towards-scalable-multimodal-pre-training-for-3d-understanding__ULIP-2实现3D理解的可扩展多模态预训练,ULIP-2: Towards Scalable Multimodal Pre-training for 3D Understanding,ULIP-2 Towards Scalable Multimodal Pre-training for 3D Understanding.pdf,2245590,https://openaccess.thecvf.com/content/CVPR2024/papers/Xue_ULIP-2_Towards_Scalable_Multimodal_Pre-training_for_3D_Understanding_CVPR_2024_paper.pdf,skipped_exists
